From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology IDs
Q4R5P6	Q4R5P6	reviewed	DC1L2_MACFA	Cytoplasmic dynein 1 light intermediate chain 2 (Dynein light intermediate chain 2, cytosolic)	DYNC1LI2 DNCLI2 QccE-11322	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	492	GO:0005524; GO:0005737; GO:0005868; GO:0005874; GO:0007018
Q86VV8	Q86VV8	reviewed	RTTN_HUMAN	Rotatin	RTTN	Homo sapiens (Human)	2226	GO:0005737; GO:0005813; GO:0005814; GO:0007099; GO:0007368; GO:0010457; GO:0032053; GO:0036064
Q5I0P2	Q5I0P2	reviewed	GCSH_RAT	Glycine cleavage system H protein, mitochondrial (Lipoic acid-containing protein)	Gcsh	Rattus norvegicus (Rat)	170	GO:0004047; GO:0005737; GO:0005739; GO:0005960; GO:0009249; GO:0019464; GO:0019899
Q1JQC6	Q1JQC6	reviewed	SIR4_BOVIN	NAD-dependent protein lipoamidase sirtuin-4, mitochondrial (EC 2.3.1.-) (NAD-dependent ADP-ribosyltransferase sirtuin-4) (EC 2.4.2.-) (NAD-dependent protein biotinylase sirtuin-4) (EC 2.3.1.-) (NAD-dependent protein deacetylase sirtuin-4) (EC 2.3.1.286) (Regulatory protein SIR2 homolog 4) (SIR2-like protein 4)	SIRT4	Bos taurus (Bovine)	315	GO:0003950; GO:0004407; GO:0005739; GO:0005759; GO:0006541; GO:0006974; GO:0008270; GO:0016575; GO:0016779; GO:0034979; GO:0034983; GO:0046322; GO:0046676; GO:0046889; GO:0070403; GO:0072350; GO:0106419; GO:0106420; GO:0140803; GO:1904182
Q05B89	Q05B89	reviewed	NIF3L_BOVIN	NIF3-like protein 1	NIF3L1	Bos taurus (Bovine)	377	GO:0000122; GO:0005634; GO:0005737; GO:0005739; GO:0030182
Q6PAY6	Q6PAY6	reviewed	HYPDH_XENLA	Hydroxyproline dehydrogenase (HYPDH) (EC 1.5.5.3) (Probable proline dehydrogenase 2) (EC 1.5.5.2) (Probable proline oxidase 2)	prodh2 hypdh	Xenopus laevis (African clawed frog)	466	GO:0004657; GO:0010133; GO:0016645
Q28IV8	Q28IV8	reviewed	NGDN_XENTR	Neuroguidin (EIF4E-binding protein)	ngdn TNeu114c02.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	316	GO:0000775; GO:0005730; GO:0005737; GO:0006417; GO:0030175; GO:0030424; GO:0030425; GO:0032040; GO:0042274
Q6IQ22	Q6IQ22	reviewed	RAB12_HUMAN	Ras-related protein Rab-12	RAB12	Homo sapiens (Human)	244	GO:0000139; GO:0003924; GO:0005525; GO:0005764; GO:0005765; GO:0005768; GO:0005776; GO:0005829; GO:0005886; GO:0006904; GO:0006914; GO:0008021; GO:0008333; GO:0009306; GO:0017157; GO:0019003; GO:0030140; GO:0030163; GO:0032482; GO:0048210; GO:0055038; GO:0072659
B1WC97	B1WC97	reviewed	KCTD7_RAT	BTB/POZ domain-containing protein KCTD7	Kctd7	Rattus norvegicus (Rat)	289	GO:0005737; GO:0005829; GO:0005886; GO:0030007; GO:0032411; GO:0051260; GO:0060081; GO:0090461
Q9UDX5	Q9UDX5	reviewed	MTFP1_HUMAN	Mitochondrial fission process protein 1 (Mitochondrial 18 kDa protein) (MTP18)	MTFP1 MTP18 HSPC242 My022	Homo sapiens (Human)	166	GO:0000266; GO:0005739; GO:0005743; GO:0006915; GO:0014850
P27694	P27694	reviewed	RFA1_HUMAN	Replication protein A 70 kDa DNA-binding subunit (RP-A p70) (Replication factor A protein 1) (RF-A protein 1) (Single-stranded DNA-binding protein) [Cleaved into: Replication protein A 70 kDa DNA-binding subunit, N-terminally processed]	RPA1 REPA1 RPA70	Homo sapiens (Human)	616	GO:0000723; GO:0000724; GO:0000781; GO:0003684; GO:0003697; GO:0005634; GO:0005654; GO:0005662; GO:0006260; GO:0006261; GO:0006281; GO:0006284; GO:0006289; GO:0006298; GO:0006310; GO:0006974; GO:0007004; GO:0016605; GO:0034502; GO:0043047; GO:0046872; GO:0051321; GO:0090734; GO:0098505
P35240	P35240	reviewed	MERL_HUMAN	Merlin (Moesin-ezrin-radixin-like protein) (Neurofibromin-2) (Schwannomerlin) (Schwannomin)	NF2 SCH	Homo sapiens (Human)	595	GO:0000165; GO:0001707; GO:0001953; GO:0003779; GO:0005178; GO:0005634; GO:0005730; GO:0005737; GO:0005769; GO:0005829; GO:0005856; GO:0005886; GO:0005912; GO:0006469; GO:0007398; GO:0008285; GO:0008360; GO:0010626; GO:0014010; GO:0014013; GO:0016020; GO:0021766; GO:0022408; GO:0030027; GO:0030036; GO:0030175; GO:0030336; GO:0030864; GO:0031527; GO:0031647; GO:0032154; GO:0032587; GO:0033687; GO:0033689; GO:0035330; GO:0042475; GO:0042532; GO:0042981; GO:0043005; GO:0043409; GO:0044297; GO:0045177; GO:0045216; GO:0045597; GO:0046426; GO:0048471; GO:0051496; GO:0051726; GO:0070306; GO:0072091; GO:1900180; GO:1902115; GO:1902966; GO:2000177; GO:2000643
Q9VYB7	Q9VYB7	reviewed	TPST_DROME	Protein-tyrosine sulfotransferase (EC 2.8.2.20) (Transport and Golgi organization protein 13) (Tango-13) (Tyrosylprotein sulfotransferase)	Tpst Tango13 CG32632	Drosophila melanogaster (Fruit fly)	499	GO:0000139; GO:0005794; GO:0006478; GO:0008476; GO:0009306
Q8N5S9	Q8N5S9	reviewed	KKCC1_HUMAN	Calcium/calmodulin-dependent protein kinase kinase 1 (CaM-KK 1) (CaM-kinase kinase 1) (CaMKK 1) (EC 2.7.11.17) (CaM-kinase IV kinase) (Calcium/calmodulin-dependent protein kinase kinase alpha) (CaM-KK alpha) (CaM-kinase kinase alpha) (CaMKK alpha)	CAMKK1 CAMKKA	Homo sapiens (Human)	505	GO:0004683; GO:0005516; GO:0005524; GO:0005654; GO:0005737; GO:0005829; GO:0006468; GO:0035556; GO:0045860; GO:0106310
Q8BIY1	Q8BIY1	reviewed	GPTC3_MOUSE	G patch domain-containing protein 3	Gpatch3 Gpatc3	Mus musculus (Mouse)	525	GO:0003676; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0032480; GO:0039536; GO:0045893
Q28IJ3	Q28IJ3	reviewed	PXL2B_XENTR	Prostamide/prostaglandin F synthase (Prostamide/PG F synthase) (Prostamide/PGF synthase) (EC 1.11.1.20) (Peroxiredoxin-like 2B)	prxl2b fam213b TNeu028h04.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	201	GO:0001516; GO:0005829; GO:0016616
Q32KY3	Q32KY3	reviewed	MLF1_BOVIN	Myeloid leukemia factor 1 (Myelodysplasia-myeloid leukemia factor 1)	MLF1	Bos taurus (Bovine)	270	GO:0002318; GO:0003677; GO:0005634; GO:0005737; GO:0005929; GO:0006351; GO:0006355; GO:0007049; GO:0036064; GO:1902806
Q80SY4	Q80SY4	reviewed	MIB1_MOUSE	E3 ubiquitin-protein ligase MIB1 (EC 2.3.2.27) (DAPK-interacting protein 1) (DIP-1) (Mind bomb homolog 1) (RING-type E3 ubiquitin transferase MIB1)	Mib1 Dip1 Kiaa1323 Mib	Mus musculus (Mouse)	1006	GO:0001568; GO:0001701; GO:0001756; GO:0001841; GO:0001947; GO:0005813; GO:0005886; GO:0006511; GO:0006897; GO:0007219; GO:0007507; GO:0008270; GO:0014069; GO:0016567; GO:0030182; GO:0031410; GO:0045665; GO:0045807; GO:0061630
Q8TCF1	Q8TCF1	reviewed	ZFAN1_HUMAN	AN1-type zinc finger protein 1 (Zinc finger AN1-type-containing protein 1)	ZFAND1	Homo sapiens (Human)	268	GO:0005737; GO:0008270; GO:0010494; GO:0035617; GO:0070628; GO:0090316; GO:1903843
Q8NA66	Q8NA66	reviewed	CNBD1_HUMAN	Cyclic nucleotide-binding domain-containing protein 1	CNBD1	Homo sapiens (Human)	436	
Q5R5W9	Q5R5W9	reviewed	CE022_PONAB	UPF0489 protein C5orf22 homolog		Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	442	
Q3MHQ4	Q3MHQ4	reviewed	SNAI2_BOVIN	Zinc finger protein SNAI2 (Neural crest transcription factor Slug) (Protein snail homolog 2)	SNAI2 SLUG	Bos taurus (Bovine)	268	GO:0000785; GO:0000978; GO:0000981; GO:0001227; GO:0001649; GO:0001837; GO:0005634; GO:0005737; GO:0006355; GO:0007219; GO:0007605; GO:0010839; GO:0010957; GO:0014032; GO:0030335; GO:0032331; GO:0032642; GO:0033629; GO:0035921; GO:0043473; GO:0043518; GO:0045667; GO:0046872; GO:0070563; GO:0070888; GO:0071364; GO:0090090; GO:1902230; GO:2000810; GO:2000811
Q96NW4	Q96NW4	reviewed	ANR27_HUMAN	Ankyrin repeat domain-containing protein 27 (VPS9 domain-containing protein)	ANKRD27 PP12899	Homo sapiens (Human)	1050	GO:0000149; GO:0005085; GO:0005096; GO:0005764; GO:0005769; GO:0005770; GO:0005829; GO:0005886; GO:0010976; GO:0015031; GO:0016020; GO:0030133; GO:0030659; GO:0031267; GO:0032456; GO:0035544; GO:0035646; GO:0042470; GO:0043005; GO:0043231; GO:0045022; GO:0048812; GO:0050775; GO:0097422
Q8BGC1	Q8BGC1	reviewed	CE022_MOUSE	UPF0489 protein C5orf22 homolog		Mus musculus (Mouse)	442	
B5X9L9	B5X9L9	reviewed	PXL2B_SALSA	Prostamide/prostaglandin F synthase (Prostamide/PG F synthase) (Prostamide/PGF synthase) (EC 1.11.1.20) (Peroxiredoxin-like 2B)	prxl2b fam213b	Salmo salar (Atlantic salmon)	200	GO:0001516; GO:0005829; GO:0016616
P34213	P34213	reviewed	RAB6A_CAEEL	Ras-related protein rab-6.1	rab-6.1 F59B2.7	Caenorhabditis elegans	205	GO:0003924; GO:0005525; GO:0005737; GO:0005794; GO:0005829; GO:0005886; GO:0006886; GO:0006890; GO:0006891; GO:0012505; GO:0030133; GO:0030425; GO:0031985; GO:0042147; GO:0042335; GO:0043204; GO:0060471; GO:0060473
P22892	P22892	reviewed	AP1G1_MOUSE	AP-1 complex subunit gamma-1 (Adaptor protein complex AP-1 subunit gamma-1) (Adaptor-related protein complex 1 subunit gamma-1) (Clathrin assembly protein complex 1 gamma-1 large chain) (Gamma-adaptin) (Gamma1-adaptin) (Golgi adaptor HA1/AP1 adaptin subunit gamma-1)	Ap1g1 Adtg Clapg1	Mus musculus (Mouse)	822	GO:0005765; GO:0005769; GO:0005794; GO:0005802; GO:0005829; GO:0005905; GO:0006886; GO:0006896; GO:0016192; GO:0019894; GO:0030121; GO:0030136; GO:0030742; GO:0031267; GO:0032588; GO:0035615; GO:0035646; GO:0043231; GO:0043323; GO:0045954; GO:0048471; GO:0055037; GO:0060155; GO:0090160; GO:0110010; GO:1903232
A8E624	A8E624	reviewed	ENDUC_XENLA	Uridylate-specific endoribonuclease C (EC 4.6.1.-) (Placental protein 11 homolog) (Protein endoU-C) (XendoU-C)	endou-c pp11	Xenopus laevis (African clawed frog)	303	GO:0003723; GO:0004521; GO:0005576; GO:0016829; GO:0046872
Q17QH8	Q17QH8	reviewed	D39U1_BOVIN	Epimerase family protein SDR39U1 (EC 1.1.1.-) (Short-chain dehydrogenase/reductase family 39U member 1)	SDR39U1	Bos taurus (Bovine)	294	GO:0016491
Q9R049	Q9R049	reviewed	AMFR_MOUSE	E3 ubiquitin-protein ligase AMFR (EC 2.3.2.36) (Autocrine motility factor receptor) (AMF receptor) (RING-type E3 ubiquitin transferase AMFR)	Amfr	Mus musculus (Mouse)	643	GO:0000151; GO:0000166; GO:0000209; GO:0004842; GO:0005634; GO:0005737; GO:0005783; GO:0005789; GO:0005794; GO:0005829; GO:0005886; GO:0006511; GO:0007568; GO:0007611; GO:0016055; GO:0030425; GO:0030426; GO:0030433; GO:0030674; GO:0030968; GO:0032092; GO:0032991; GO:0034450; GO:0036513; GO:0038023; GO:0038061; GO:0042802; GO:0043025; GO:0043130; GO:0044314; GO:0046872; GO:0048471; GO:0051087; GO:0051865; GO:0061630; GO:0070936; GO:0090090; GO:1904288; GO:1990381; GO:2000638
Q09930	Q09930	reviewed	DIRA_CAEEL	GTP-binding protein drn-1 (Di-Ras/Rig/Noey2 Ras-like protein homolog)	drn-1 C54A12.4	Caenorhabditis elegans	219	GO:0003924; GO:0005525; GO:0005886; GO:0007165; GO:0019003
Q5M8N4	Q5M8N4	reviewed	D39U1_MOUSE	Epimerase family protein SDR39U1 (EC 1.1.1.-) (Short-chain dehydrogenase/reductase family 39U member 1)	Sdr39u1	Mus musculus (Mouse)	293	GO:0016491
Q9UKV5	Q9UKV5	reviewed	AMFR_HUMAN	E3 ubiquitin-protein ligase AMFR (EC 2.3.2.36) (Autocrine motility factor receptor) (AMF receptor) (RING finger protein 45) (gp78)	AMFR RNF45	Homo sapiens (Human)	643	GO:0000151; GO:0000209; GO:0004842; GO:0005634; GO:0005783; GO:0005789; GO:0005794; GO:0005829; GO:0006511; GO:0007165; GO:0007568; GO:0007611; GO:0016020; GO:0016055; GO:0030425; GO:0030426; GO:0030433; GO:0030674; GO:0030968; GO:0032092; GO:0032991; GO:0034450; GO:0036513; GO:0038023; GO:0038061; GO:0042802; GO:0043025; GO:0043130; GO:0044314; GO:0044322; GO:0046872; GO:0048471; GO:0051087; GO:0051865; GO:0061630; GO:0070936; GO:0090090; GO:1904288; GO:1904380; GO:1990381; GO:2000638
Q9BVA0	Q9BVA0	reviewed	KTNB1_HUMAN	Katanin p80 WD40 repeat-containing subunit B1 (Katanin p80 subunit B1) (p80 katanin)	KATNB1	Homo sapiens (Human)	655	GO:0000922; GO:0005634; GO:0005737; GO:0005813; GO:0005819; GO:0005829; GO:0005874; GO:0005886; GO:0006605; GO:0007019; GO:0007026; GO:0007079; GO:0008017; GO:0008352; GO:0010942; GO:0010976; GO:0015630; GO:0016020; GO:0030426; GO:0030496; GO:0031117; GO:0031122; GO:0043025; GO:0046982; GO:0051013; GO:0051301; GO:0060590; GO:0070840
Q9NQG5	Q9NQG5	reviewed	RPR1B_HUMAN	Regulation of nuclear pre-mRNA domain-containing protein 1B (Cell cycle-related and expression-elevated protein in tumor)	RPRD1B C20orf77 CREPT	Homo sapiens (Human)	326	GO:0000993; GO:0001111; GO:0005634; GO:0005654; GO:0008284; GO:0010564; GO:0016591; GO:0031124; GO:0042802; GO:0045944; GO:0097550
Q5SSH8	Q5SSH8	reviewed	NEUFC_MOUSE	Neuferricin (Cytochrome b5 domain-containing protein 2)	Cyb5d2	Mus musculus (Mouse)	263	GO:0005576; GO:0012505; GO:0016020; GO:0020037; GO:0030182; GO:0045666
Q6DHQ1	Q6DHQ1	reviewed	HVCN1_DANRE	Voltage-gated hydrogen channel 1 (Hydrogen voltage-gated channel 1) (HV1)	hvcn1 zgc:92181	Danio rerio (Zebrafish) (Brachydanio rerio)	235	GO:0005886; GO:0008270; GO:0010043; GO:0030171; GO:0034765; GO:0071294; GO:0071467; GO:1902600
Q8TEP8	Q8TEP8	reviewed	CE192_HUMAN	Centrosomal protein of 192 kDa (Cep192) (Cep192/SPD-2)	CEP192 KIAA1569 PP8407	Homo sapiens (Human)	2537	GO:0000242; GO:0005737; GO:0005813; GO:0005814; GO:0005829; GO:0007099; GO:0009617; GO:0019901; GO:0019902; GO:0071539; GO:0090222; GO:0090307; GO:0120098; GO:0120099
Q5PQT2	Q5PQT2	reviewed	MTMR3_RAT	Myotubularin-related protein 3 (EC 3.1.3.48) (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)	Mtmr3	Rattus norvegicus (Rat)	1194	GO:0004438; GO:0004722; GO:0004725; GO:0005737; GO:0006470; GO:0008138; GO:0010506; GO:0016020; GO:0019898; GO:0019903; GO:0042149; GO:0046856; GO:0046872; GO:0052629; GO:0060304; GO:1904562; GO:2000785
O88664	O88664	reviewed	TAOK1_RAT	Serine/threonine-protein kinase TAO1 (EC 2.7.11.1) (Thousand and one amino acid protein 1)	Taok1 Tao1	Rattus norvegicus (Rat)	1001	GO:0000226; GO:0004672; GO:0004674; GO:0005524; GO:0005737; GO:0006281; GO:0006468; GO:0006974; GO:0007026; GO:0007095; GO:0015630; GO:0016301; GO:0016310; GO:0019901; GO:0021954; GO:0030295; GO:0031489; GO:0032874; GO:0032956; GO:0043014; GO:0043539; GO:0046330; GO:0046777; GO:0048471; GO:0048487; GO:0051493; GO:0070050; GO:0070507; GO:0097194; GO:0106310; GO:1901985
E1C2Z0	E1C2Z0	reviewed	MMS22_CHICK	Protein MMS22-like (Methyl methanesulfonate-sensitivity protein 22-like)	MMS22L	Gallus gallus (Chicken)	1243	GO:0000724; GO:0003697; GO:0006325; GO:0031297; GO:0043596; GO:0090734
Q0IIF0	Q0IIF0	reviewed	ILKAP_BOVIN	Integrin-linked kinase-associated serine/threonine phosphatase 2C (ILKAP) (EC 3.1.3.16)	ILKAP	Bos taurus (Bovine)	370	GO:0005634; GO:0005829; GO:0006470; GO:0017018; GO:0046872
Q9JLI3	Q9JLI3	reviewed	MMEL1_MOUSE	Membrane metallo-endopeptidase-like 1 (EC 3.4.24.11) (NEP2(m)) (Neprilysin II) (NEPII) (Neprilysin-2) (NEP2) (NL2) (Neprilysin-like 1) (NL-1) (Neprilysin-like peptidase) (NEPLP) (Soluble secreted endopeptidase) [Cleaved into: Membrane metallo-endopeptidase-like 1, soluble form (Neprilysin-2 secreted) (NEP2(s))]	Mmel1 Nep2 Nl1 Sep	Mus musculus (Mouse)	765	GO:0004175; GO:0004222; GO:0005615; GO:0005783; GO:0005794; GO:0005886; GO:0006508; GO:0008270; GO:0016020; GO:0016485
Q6GVH4	Q6GVH4	reviewed	GGNB2_CHICK	Gametogenetin-binding protein 2 (Protein ZNF403)	GGNBP2 ZNF403 RCJMB04_15h5	Gallus gallus (Chicken)	698	GO:0005634; GO:0005737; GO:0007283; GO:0030154
Q9D287	Q9D287	reviewed	SPF27_MOUSE	Pre-mRNA-splicing factor SPF27 (Breast carcinoma-amplified sequence 2 homolog) (DNA amplified in mammary carcinoma 1 protein)	Bcas2 Dam1	Mus musculus (Mouse)	225	GO:0000398; GO:0000974; GO:0005634; GO:0005662; GO:0005681; GO:0005730; GO:0005813; GO:0016607; GO:0071007; GO:0071013
Q7SY23	Q7SY23	reviewed	AL4A1_DANRE	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial (P5C dehydrogenase) (EC 1.2.1.88) (Aldehyde dehydrogenase family 4 member A1) (L-glutamate gamma-semialdehyde dehydrogenase)	aldh4a1 zgc:63592	Danio rerio (Zebrafish) (Brachydanio rerio)	556	GO:0003842; GO:0005759; GO:0010133
F1R520	F1R520	reviewed	CSTN1_DANRE	calsyntenin-1	clstn1	Danio rerio (Zebrafish) (Brachydanio rerio)	954	GO:0000139; GO:0001540; GO:0005509; GO:0005789; GO:0007156; GO:0009986; GO:0019894; GO:0030424; GO:0030951; GO:0032456; GO:0042988; GO:0045211; GO:0048670; GO:0050806; GO:0051965; GO:0098930; GO:0140060
Q8R500	Q8R500	reviewed	MFN2_RAT	Mitofusin-2 (EC 3.6.5.-) (Mitochondrial transmembrane GTPase FZO1A) (Protein HSG) (Transmembrane GTPase MFN2)	Mfn2 Fzo1a	Rattus norvegicus (Rat)	757	GO:0000278; GO:0001825; GO:0003924; GO:0005525; GO:0005737; GO:0005739; GO:0005741; GO:0005829; GO:0006626; GO:0006915; GO:0006986; GO:0007005; GO:0007006; GO:0007283; GO:0008053; GO:0008285; GO:0008584; GO:0010628; GO:0010667; GO:0010729; GO:0010918; GO:0014850; GO:0015630; GO:0031267; GO:0031625; GO:0031667; GO:0033574; GO:0034497; GO:0035563; GO:0042802; GO:0043394; GO:0045786; GO:0045792; GO:0046326; GO:0046580; GO:0046628; GO:0046686; GO:0048312; GO:0048593; GO:0048662; GO:0048678; GO:0051020; GO:0051560; GO:0051592; GO:0051602; GO:0051646; GO:0060253; GO:0060299; GO:0061003; GO:0061734; GO:0070542; GO:0070584; GO:0071287; GO:0071333; GO:0071394; GO:0071404; GO:0071456; GO:0071479; GO:0071549; GO:0072705; GO:0090201; GO:0090258; GO:0090650; GO:0120162; GO:1901215; GO:1901857; GO:1903427; GO:1903428; GO:1903576; GO:1904706; GO:1904707; GO:1905232; GO:1905377; GO:1905395; GO:1905461; GO:1990910; GO:2000386; GO:2000866; GO:2000872
O95140	O95140	reviewed	MFN2_HUMAN	Mitofusin-2 (EC 3.6.5.-) (Transmembrane GTPase MFN2)	MFN2 CPRP1 KIAA0214	Homo sapiens (Human)	757	GO:0001825; GO:0003924; GO:0005525; GO:0005739; GO:0005741; GO:0005829; GO:0006626; GO:0006915; GO:0006986; GO:0007006; GO:0008053; GO:0015630; GO:0031625; GO:0034497; GO:0046580; GO:0048593; GO:0048662; GO:0051646; GO:0061734; GO:0120162; GO:1904707; GO:1905461
Q66J74	Q66J74	reviewed	TFP11_XENLA	Tuftelin-interacting protein 11 (Septin and tuftelin-interacting protein 1) (STIP-1)	tfip11 stip	Xenopus laevis (African clawed frog)	824	GO:0000390; GO:0003676; GO:0005681
A7SLX5	A7SLX5	reviewed	DPH1_NEMVE	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1 (EC 2.5.1.108) (Diphthamide biosynthesis protein 1) (Diphtheria toxin resistance protein 1) (S-adenosyl-L-methionine:L-histidine 3-amino-3-carboxypropyltransferase 1)	dph1 v1g246101	Nematostella vectensis (Starlet sea anemone)	465	GO:0017183; GO:0032991; GO:0046872; GO:0051539; GO:0090560
Q6PFQ2	Q6PFQ2	reviewed	EIF3C_DANRE	Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8)	eif3c eif3s8	Danio rerio (Zebrafish) (Brachydanio rerio)	926	GO:0001732; GO:0003723; GO:0003743; GO:0005852; GO:0006413; GO:0016282; GO:0031369; GO:0033290; GO:0048856
Q9D273	Q9D273	reviewed	MMAB_MOUSE	Corrinoid adenosyltransferase MMAB (EC 2.5.1.-) (ATP:co(I)rrinoid adenosyltransferase MMAB) (Methylmalonic aciduria type B homolog)	Mmab	Mus musculus (Mouse)	237	GO:0005524; GO:0005739; GO:0008817; GO:0009235; GO:0016765; GO:0031419
Q9R008	Q9R008	reviewed	KIME_MOUSE	Mevalonate kinase (MK) (EC 2.7.1.36)	Mvk	Mus musculus (Mouse)	395	GO:0000287; GO:0003729; GO:0004496; GO:0005524; GO:0005737; GO:0005777; GO:0005829; GO:0006695; GO:0008299; GO:0016310; GO:0017148; GO:0019287; GO:0042802; GO:0043231; GO:0050728; GO:1990825
Q6GN15	Q6GN15	reviewed	CCNL1_XENLA	Cyclin-L1	ccnl1	Xenopus laevis (African clawed frog)	496	GO:0006357; GO:0016538; GO:0016607
Q7ZUC2	Q7ZUC2	reviewed	CAB45_DANRE	45 kDa calcium-binding protein (Cab45) (Stromal cell-derived factor 4) (SDF-4)	sdf4 cab45 zgc:76916	Danio rerio (Zebrafish) (Brachydanio rerio)	356	GO:0002040; GO:0005509; GO:0005783; GO:0005796; GO:0017156
A0A0G2K344	A0A0G2K344	reviewed	PK3CA_RAT	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase subunit alpha) (PI3K-alpha) (PI3Kalpha) (PtdIns-3-kinase subunit alpha) (EC 2.7.1.137) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit alpha) (PtdIns-3-kinase subunit p110-alpha) (p110alpha) (Phosphoinositide-3-kinase catalytic alpha polypeptide) (Serine/threonine protein kinase PIK3CA) (EC 2.7.11.1)	Pik3ca	Rattus norvegicus (Rat)	1068	GO:0001525; GO:0001889; GO:0001932; GO:0004674; GO:0005524; GO:0005737; GO:0005829; GO:0005886; GO:0005942; GO:0005943; GO:0005944; GO:0006006; GO:0006909; GO:0008286; GO:0010468; GO:0010629; GO:0014065; GO:0014704; GO:0014823; GO:0014870; GO:0016301; GO:0016303; GO:0016310; GO:0016477; GO:0030027; GO:0030036; GO:0030295; GO:0030835; GO:0033138; GO:0035005; GO:0035994; GO:0036092; GO:0038084; GO:0040014; GO:0043201; GO:0043457; GO:0043491; GO:0043524; GO:0043539; GO:0043560; GO:0044029; GO:0046854; GO:0046934; GO:0048009; GO:0048661; GO:0051897; GO:0052812; GO:0055119; GO:0060612; GO:0071333; GO:0071464; GO:0071548; GO:0086003; GO:0097009; GO:0106310; GO:0110053; GO:1903544; GO:2000270; GO:2000653; GO:2000811
O08781	O08781	reviewed	ZMAT3_RAT	Zinc finger matrin-type protein 3 (Zinc finger protein WIG-1) (p53-activated gene 608 protein)	Zmat3 Pag608 Wig1	Rattus norvegicus (Rat)	289	GO:0003723; GO:0005730; GO:0006915; GO:0006974; GO:0008270; GO:0015031; GO:0043065
Q3T093	Q3T093	reviewed	NECP1_BOVIN	Adaptin ear-binding coat-associated protein 1 (NECAP endocytosis-associated protein 1) (NECAP-1)	NECAP1	Bos taurus (Bovine)	275	GO:0005905; GO:0006897; GO:0015031; GO:0016192; GO:0030125
Q659A1	Q659A1	reviewed	ICE2_HUMAN	Little elongation complex subunit 2 (Interactor of little elongator complex ELL subunit 2) (NMDA receptor-regulated protein 2)	ICE2 BRCC1 NARG2 UNQ3101/PRO10100	Homo sapiens (Human)	982	GO:0000791; GO:0005654; GO:0005829; GO:0008023; GO:0015030; GO:0016604; GO:0035363; GO:0042795; GO:0042796; GO:0045945
Q9UPW0	Q9UPW0	reviewed	FOXJ3_HUMAN	Forkhead box protein J3	FOXJ3 KIAA1041	Homo sapiens (Human)	622	GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0005634; GO:0006357; GO:0007141; GO:0007283; GO:0030154; GO:0043565; GO:0045944; GO:1990837
Q0VCK9	Q0VCK9	reviewed	VMP1_BOVIN	Vacuole membrane protein 1	VMP1	Bos taurus (Bovine)	406	GO:0000045; GO:0000407; GO:0000421; GO:0005730; GO:0005783; GO:0005789; GO:0005886; GO:0006914; GO:0007030; GO:0007566; GO:0012505; GO:0016020; GO:0016240; GO:0017128; GO:0033116; GO:0034329; GO:0042953; GO:0098609; GO:0140056; GO:1901896; GO:1990456
Q0V9R3	Q0V9R3	reviewed	DI3L2_XENTR	DIS3-like exonuclease 2 (EC 3.1.13.-)	dis3l2	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	834	GO:0000175; GO:0000291; GO:0000932; GO:0003723; GO:0005737; GO:0007049; GO:0010587; GO:0019827; GO:0034427; GO:0046872; GO:0051301; GO:1990074
P55937	P55937	reviewed	GOGA3_MOUSE	Golgin subfamily A member 3 (Golgin-160) (Male-enhanced antigen 2) (MEA-2)	Golga3 Mea2	Mus musculus (Mouse)	1487	GO:0000139; GO:0005654; GO:0005730; GO:0005793; GO:0005794; GO:0005829; GO:0007283; GO:0030154; GO:0032580; GO:0090498
